sequence	VoyageID	Lat	LatType	Lon	LonType	Day	Month	Year	SpeciesName	Number_Whales	Vessel1	Vessel2	Ocean	Basin	DegLat	MinLat	NS	DegLong	MinLong	EW	PosType	Wording	Remarks
176	AV01340	-45.550	L	48.800	L	12	2	1870	Right	1			Indian	Indian	45	33	S	48	48	E	L:L		
3422	AV01340	-45.550	L	48.800	L	13	2	1870	Right	1			Indian	Indian	45	33	S	48	48	E	L:L		
4404	AV01340	-25.517	L	48.183	L	31	3	1870	Sperm	1			Indian	Indian	25	31	S	48	11	E	L:L		
4783	AV01340	-24.833	L	48.500	L	3	4	1870	Sperm	1			Indian	Indian	24	50	S	48	30	E	L:L		
4784	AV01340	-24.600	L	49.100	L	10	4	1870	Sperm	1			Indian	Indian	24	36	S	49	6	E	L:L		
8065	AV01340	-22.500	L	54.783	L	2	5	1870	Sperm	1			Indian	Indian	22	30	S	54	47	E	L:L		
12975	AV01340	0.000	I	0.000	I	12	5	1870	Sperm	2			Indian	Indian			S			E	I:I	Island of Bourbon in sight, bearing WNW	
8067	AV01340	-5.733	L	51.917	L	19	8	1870	Sperm	6			Indian	Indian	5	44	S	51	55	E	L:L		
14601	AV01340	-20.260	I	57.460	I	29	9	1870	Sperm	1			Indian	Indian			S			E	I:I	Cape Barbant, Mauritius bearing NNE, 15 miles	
14610	AV01340	-20.260	I	57.460	I	27	10	1870	Sperm	1			Indian	Indian			S			E	I:I	Mauritius in sight, bearing N	
14603	AV01340	-20.260	I	57.460	I	28	10	1870	Sperm	1			Indian	Indian			S			E	I:I	approx do	
14602	AV01340	-20.260	I	57.460	I	29	11	1870	Sperm	2			Indian	Indian			S			E	I:I	ditto	
4792	AV01340	-26.000	L	48.000	L	1	1	1871	Sperm	1			Indian	Indian	26	0	S	48	0	E	L:L		
4793	AV01340	-26.000	L	48.000	L	2	1	1871	Sperm	1			Indian	Indian	26	0	S	48	0	E	L:L		
1514	AV01340	-25.583	L	47.783	L	13	1	1871	Sperm	1			Indian	Indian	25	35	S	47	47	E	L:L		
4795	AV01340	-5.817	L	58.483	L	13	6	1871	Sperm	2			Indian	Indian	5	49	S	58	29	E	L:L		
4796	AV01340	-3.700	L	55.583	L	23	6	1871	Sperm	1			Indian	Indian	3	42	S	55	35	E	L:L		
4797	AV01340	-3.800	L	56.000	L	25	6	1871	Sperm	1			Indian	Indian	3	48	S	56	0	E	L:L		
8078	AV01340	-18.000	L	54.000	L	23	9	1871	Sperm	1			Indian	Indian	18	0	S	54	0	E	L:L		
8079	AV01340	-18.000	L	54.000	L	24	9	1871	Sperm	1			Indian	Indian	18	0	S	54	0	E	L:L		
4800	AV01340	-22.450	L	51.933	L	20	12	1871	Sperm	3			Indian	Indian	22	27	S	51	56	E	L:L		
8081	AV01343	40.200	L	-49.750	L	28	8	1876	Sperm	1			Atlantic	North Atlantic	40	12	N	49	45	W	L:L		
425	AV01343	-37.333	L	-24.667	L	10	12	1876	Right	1			Atlantic	South Atlantic	37	20	S	24	40	W	L:L		
3425	AV01343	-36.583	L	-4.500	L	23	12	1876	Right	1			Atlantic	South Atlantic	36	35	S	4	30	W	L:L		
8084	AV01343	-34.767	L	8.033	L	31	12	1876	Sperm	1			Atlantic	South Atlantic	34	46	S	8	2	E	L:L		
119	AV01343	-45.617	L	50.000	L	24	1	1877	Right	1			Indian	Indian	45	37	S	50	0	E	L:L		
3382	AV01343	-44.200	L	49.333	L	22	2	1877	Right	1			Indian	Indian	44	12	S	49	20	E	L:L		
3597	AV01343	-44.300	L	49.617	L	24	2	1877	Right	2			Indian	Indian	44	18	S	49	37	E	L:L		
97	AV01343	-4.967	L	49.150	L	4	3	1877	Right	1			Indian	Indian	4	58	S	49	9	E	L:L		
117	AV01343	-43.917	L	50.317	L	23	3	1877	Right	1			Indian	Indian	43	55	S	50	19	E	L:L		
8090	AV01343	-32.500	L	48.500	L	4	4	1877	Sperm	1			Indian	Indian	32	30	S	48	30	E	L:L		
8091	AV01343	-20.367	L	49.833	L	8	4	1877	Sperm	1			Indian	Indian	20	22	S	49	50	E	L:L		
4812	AV01343	-19.667	L	61.833	L	16	9	1877	Sperm	1			Indian	Indian	19	40	S	61	50	E	L:L		
4813	AV01343	-19.833	L	60.833	L	21	9	1877	Sperm	1			Indian	Indian	19	50	S	60	50	E	L:L		
4814	AV01343	-25.967	L	55.333	L	22	12	1877	Sperm	1			Indian	Indian	25	58	S	47	500	E	L:L		
4815	AV01343	-45.700	L	49.500	L	23	1	1878	Sperm	1			Indian	Indian	45	42	S	49	30	E	L:L		
1437	AV01343	-45.667	L	49.467	L	3	2	1878	Right	1			Indian	Indian	45	40	S	49	28	E	L:L		
1537	AV01343	-45.850	L	49.367	L	7	2	1878	Sperm	1			Indian	Indian	45	51	S	49	22	E	L:L		
15039	AV01343	-49.480	I	70.050	I	26	2	1878	Right	2			Indian	Indian							I:I	Hog Island, Crozettes bearing ESE 20 miles	
15038	AV01343	-49.480	I	70.050	I	2	3	1878	Right	2			Indian	Indian							I:I	Hog Island SSW 5 miles	
8100	AV01343	-19.133	L	60.250	L	11	6	1878	Sperm	6			Indian	Indian	19	8	S	60	15	E	L:L		
4821	AV01343	-28.000	L	44.000	L	7	8	1878	Sperm	1			Indian	Indian	28	0	S	44	0	E	L:L		
1542	AV01343	-7.500	L	9.133	L	25	10	1878	Sperm	3			Atlantic	South Atlantic	7	30	S	9	8	E	L:L		
3991	AV01343	-34.467	L	-8.433	L	20	11	1878	Right	1			Atlantic	South Atlantic	34	28	S	8	26	W	L:L		
3989	AV01343	-36.683	L	-3.833	L	18	12	1878	Right	1			Atlantic	South Atlantic	36	41	S	3	50	W	L:L		
8105	AV01343	13.667	L	-44.833	L	14	5	1879	Sperm	5			Atlantic	North Atlantic	13	40	N	44	50	W	L:L		
4826	AV01343	50.000	L	-21.083	L	23	7	1879	Sperm	2			Atlantic	North Atlantic	50	0	N	21	5	W	L:L		
1977	AV01354	67.167	L	-168.000	L	29	5	1881	Bowhead	1			Pacific	North Pacific	67	10	N	168	0	W	L:L		
1761	AV01354	68.000	L	-167.667	L	30	5	1881	Bowhead	1			Pacific	North Pacific	68	0	N	167	40	W	L:L		
1935	AV01354	68.667	L	-173.000	L	21	6	1881	Bowhead	1			Pacific	North Pacific	68	40	N	173	0	W	L:L		
1936	AV01354	68.367	L	-173.500	L	24	6	1881	Bowhead	1			Pacific	North Pacific	68	22	N	173	30	W	L:L		
965	AV01354	68.833	L	-174.000	L	25	6	1881	Bowhead	1			Pacific	North Pacific	68	50	N	174	0	W	L:L		
1696	AV01354	68.583	L	-173.000	L	26	6	1881	Bowhead	1			Pacific	North Pacific	68	35	N	173	0	W	L:L		
966	AV01354	72.583	L	-168.333	L	29	8	1881	Bowhead	1			Arctic	Arctic	72	35	N	168	20	W	L:L		
12247	AV01367	16.667	L	-21.500	L	23	7	1830	Sperm	1			Atlantic	North Atlantic	16	40	N	21	30	W	L:L		
10303	AV01367	-37.083	L	-14.500	L	13	9	1830	Sperm	1			Atlantic	South Atlantic	37	5	S	14	30	W	L:L		
846	AV01367	-36.833	L	-12.250	L	21	9	1830	Right	1			Atlantic	South Atlantic	36	50	S	12	15	W	L:L		
4127	AV01367	-36.417	L	-5.167	L	13	10	1830	Right	1			Atlantic	South Atlantic	36	25	S	5	10	W	L:L		
3885	AV01367	-36.717	L	-5.133	L	16	10	1830	Right	2			Atlantic	South Atlantic	36	43	S	5	8	W	L:L		
486	AV01367	-36.767	L	-5.333	L	17	10	1830	Right	1			Atlantic	South Atlantic	36	46	S	5	20	W	L:L		
281	AV01367	-36.000	L	-5.000	L	31	10	1830	Right	1			Atlantic	South Atlantic	36	0	S	5	0	W	L:L		
3769	AV01367	-35.917	L	-3.833	L	5	11	1830	Right	1			Atlantic	South Atlantic	35	55	S	3	50	W	L:L		
3891	AV01367	-36.000	L	-3.000	L	15	11	1830	Right	1			Atlantic	South Atlantic	36	0	S	3	0	W	L:L		
1341	AV01367	-35.600	L	-3.333	L	20	11	1830	Right	1			Atlantic	South Atlantic	35	36	S	3	20	W	L:L		
1342	AV01367	-35.850	L	-3.667	L	23	11	1830	Right	1			Atlantic	South Atlantic	35	51	S	3	40	W	L:L		
1099	AV01367	-36.100	L	-3.683	L	24	11	1830	Right	1			Atlantic	South Atlantic	36	6	S	3	41	W	L:L		
856	AV01367	-36.233	L	-3.500	L	25	11	1830	Right	1			Atlantic	South Atlantic	36	14	S	3	30	W	L:L		
857	AV01367	-35.717	L	-3.667	L	6	12	1830	Right	2			Atlantic	South Atlantic	35	43	S	3	40	W	L:L		
1345	AV01367	-35.633	L	-2.000	L	8	12	1830	Right	1			Atlantic	South Atlantic	35	38	S	2	0	W	L:L		
4383	AV01367	-35.750	L	-3.000	L	11	12	1830	Right	2			Atlantic	South Atlantic	35	45	S	3	0	W	L:L		
1347	AV01367	-35.433	L	-2.917	L	14	12	1830	Right	1			Atlantic	South Atlantic	35	26	S	2	55	W	L:L		
862	AV01367	-35.600	L	-2.833	L	15	12	1830	Right	1			Atlantic	South Atlantic	35	36	S	2	50	W	L:L		
10260	AV01376	35.400	L	-75.000	L	12	9	1813	Sperm	1	Gardener		Atlantic	North Atlantic	35	24	N	75	0	W	L:L		
12085	AV01376	35.017	L	-76.067	L	15	9	1813	Sperm	1	Gardener		Atlantic	North Atlantic	35	1	N	76	4	W	L:L		
11355	AV01376	35.333	L	-77.033	L	16	9	1813	Sperm	1			Atlantic	North Atlantic	35	20	N	77	2	W	L:L		
4697	AV01390	-37.000	L	-47.000	L	30	10	1825	Right	1			Atlantic	South Atlantic	37	0	S	47	0	W	L:L		Probably Right. Found Dead
5065	AV01390	-37.683	L	-48.000	L	1	11	1825	Right	2			Atlantic	South Atlantic	37	41	S	48	0	W	L:L		
691	AV01390	-36.083	L	-51.000	L	7	11	1825	Right	1			Atlantic	South Atlantic	36	5	S	51	0	W	L:L		
158	AV01390	-37.000	L	-49.000	L	12	11	1825	Right	1			Atlantic	South Atlantic	37	0	S	49	0	W	L:L		
4337	AV01390	-40.017	L	-50.167	L	5	12	1825	Right	1			Atlantic	South Atlantic	40	1	S	50	10	W	L:L		
80	AV01390	-40.217	L	-50.817	L	6	12	1825	Right	1			Atlantic	South Atlantic	40	13	S	50	49	W	L:L		
3407	AV01390	-44.000	L	-60.000	L	21	1	1826	Right	1			Atlantic	South Atlantic	44	0	S	60	0	W	L:L	About 60 W	
1060	AV01390	-44.233	L	-60.000	L	28	1	1826	Right	1			Atlantic	South Atlantic	44	14	S	60	0	W	L:L	About 60 W	
1182	AV01390	-44.233	L	-60.000	L	7	2	1826	Right	1			Atlantic	South Atlantic	44	14	S	60	0	W	L:L	About 60 W	approx do.
1426	AV01390	-44.233	L	-60.000	L	9	2	1826	Right	1			Atlantic	South Atlantic	44	14	S	60	0	W	L:L	About 60 W	approx do.
5071	AV01390	-45.000	L	0.000		21	2	1826	Right	1			Atlantic	South Atlantic	45	0	S				L:NA	On soundings	
2156	AV01390	-45.000	L	0.000		26	2	1826	Right	1			Atlantic	South Atlantic	45	0	S				L:NA	On soundings	
3370	AV01390	-45.000	L	0.000		28	2	1826	Right	1			Atlantic	South Atlantic	45	0	S				L:NA	On soundings	
699	AV01390	-44.100	L	0.000		29	3	1826	Right	1			Atlantic	South Atlantic	44	6	S				L:NA	On soundings	
821	AV01390	-44.483	L	0.000		10	4	1826	Right	1			Atlantic	South Atlantic	44	29	S				L:NA	On soundings	
4102	AV01390	-44.167	L	0.000		21	4	1826	Right	1			Atlantic	South Atlantic	44	10	S				L:NA	On soundings	
3860	AV01390	-44.783	L	0.000		27	4	1826	Right	1			Atlantic	South Atlantic	44	47	S				L:NA	On soundings	
3737	AV01390	-44.283	L	0.000		29	4	1826	Right	1			Atlantic	South Atlantic	44	17	S				L:NA	On soundings	
291	AV01390	-44.733	L	0.000		4	5	1826	Right	1			Atlantic	South Atlantic	44	44	S				L:NA	On soundings	
1436	AV01390	-43.000	L	0.000		6	5	1826	Right	1			Atlantic	South Atlantic	43	0	S				L:NA	On soundings	
8096	AV01390	-26.467	L	-32.600	L	24	5	1826	Sperm	1			Atlantic	South Atlantic	26	28	S	32	36	W	L:L		
7004	AV01391	-7.367	L	-22.983	L	19	11	1826	Sperm	2			Atlantic	North Atlantic	7	22	n	22	59	W	L:L		
1538	AV01391	7.833	L	-22.550	L	21	11	1826	Sperm	2			Atlantic	North Atlantic	7	50	N	22	33	W	L:L		Probably Sperm
8784	AV01391	5.283	L	-23.000	L	29	11	1826	Sperm	1			Atlantic	North Atlantic	5	17	N	23	0	W	L:L		
1804	AV01391	-45.583	L	0.000		5	4	1827	Right	1			Atlantic	South Atlantic	45	35	S				L:NA	On soundings	Probably Right
2169	AV01391	-45.500	L	0.000		11	4	1827	Right	1			Atlantic	South Atlantic	45	30	S				L:NA	On soundings	Probably Right
1806	AV01391	-37.533	L	-48.833	L	30	9	1827	Right	1			Atlantic	South Atlantic	37	32	S	48	50	W	L:L		Probably Right
1443	AV01391	-37.533	L	-48.833	L	2	10	1827	Right	1			Atlantic	South Atlantic	37	32	S	48	50	W	L:L		Probably Right
8103	AV01391	-37.300	L	-52.500	L	18	10	1827	Sperm	1			Atlantic	South Atlantic	37	18	S	52	30	W	L:L		Probably Right
1445	AV01391	-37.033	L	-51.500	L	25	10	1827	Right	1			Atlantic	South Atlantic	37	2	S	51	30	W	L:L		Probably Right
4726	AV01391	-37.000	L	-51.583	L	26	10	1827	Right	1			Atlantic	South Atlantic	37	0	S	51	35	W	L:L		Probably Right
5091	AV01391	-37.367	L	-50.000	L	31	10	1827	Right	1			Atlantic	South Atlantic	37	22	S	50	0	W	L:L		Probably Right
5092	AV01391	-38.033	L	-46.117	L	9	11	1827	Right	1			Atlantic	South Atlantic	38	2	S	46	7	W	L:L		Probably Right
1934	AV01391	-37.250	L	-45.500	L	12	11	1827	Right	1			Atlantic	South Atlantic	37	15	S	45	30	W	L:L		Probably Right
5215	AV01391	-38.767	L	-46.000	L	18	11	1827	Right	2			Atlantic	South Atlantic	38	46	S	46	0	W	L:L		Probably rightCow & Calf
5216	AV01391	-39.000	L	-46.000	L	22	11	1827	Right	1			Atlantic	South Atlantic	39	0	S	46	0	W	L:L		Probably Right
1816	AV01391	-38.400	L	-46.067	L	28	11	1827	Right	1			Atlantic	South Atlantic	38	24	S	46	4	W	L:L		Probably Right
12355	AV01391	-38.867	L	-55.000	L	19	12	1827	Sperm	1			Atlantic	South Atlantic	38	52	S	55	0	W	L:L		
1818	AV01391	-40.000	L	0.000		27	12	1827	Right	1			Atlantic	South Atlantic	40	0	S				L:NA	On soundings	Probably Right
1819	AV01391	-39.933	L	0.000		30	12	1827	Right	1			Atlantic	South Atlantic	39	56	S				L:NA	On soundings	Probably Right
8107	AV01402	24.150	L	-25.533	L	7	4	1881	Sperm	1			Atlantic	North Atlantic	24	9	N	25	32	W	L:L		
8108	AV01402	36.850	L	-18.750	L	2	5	1881	Sperm	4			Atlantic	North Atlantic	36	51	N	18	45	W	L:L		
4829	AV01402	37.000	L	-16.883	L	18	5	1881	Sperm	4			Atlantic	North Atlantic	37	0	N	16	53	W	L:L		
8110	AV01402	36.383	L	-17.317	L	19	6	1881	Sperm	3			Atlantic	North Atlantic	36	23	N	17	19	W	L:L		
8111	AV01402	35.667	L	-17.550	L	25	6	1881	Sperm	2			Atlantic	North Atlantic	35	40	N	17	33	W	L:L		
8112	AV01402	37.133	L	-16.750	L	15	7	1881	Sperm	1			Atlantic	North Atlantic	37	8	N	16	45	W	L:L		
8113	AV01402	36.367	L	-17.000	L	28	7	1881	Sperm	1			Atlantic	North Atlantic	36	22	N	17	0	W	L:L		calf
4834	AV01402	36.483	L	-15.883	L	17	9	1881	Sperm	2			Atlantic	North Atlantic	36	29	N	15	53	W	L:L		cow and calf
8115	AV01402	-16.567	L	-36.467	L	10	12	1881	Sperm	1			Atlantic	South Atlantic	16	34	S	36	28	W	L:L		
15134	AV01402	0.000	I	0.000	I	18	7	1882	Humpback	1			Pacific	South Atlantic							I:I	just N of Pt. St Helena, coast of S America	
15176	AV01402	0.000	I	0.000	I	25	7	1882	Humpback	1			Pacific	South Atlantic							I:I	just N of Pt. St Helena, coast of S America	
15156	AV01402	0.000	I	0.000	I	26	7	1882	Humpback	1			Pacific	South Atlantic							I:I	just N of Pt. St Helena, coast of S America	
15127	AV01402	0.000	I	0.000	I	27	7	1882	Humpback	1			Pacific	South Atlantic							I:I	just N of Pt. St Helena, coast of S America	cow
15149	AV01402	0.000	I	0.000	I	4	8	1882	Humpback	1			Pacific	South Atlantic							I:I	just N of Pt. St Helena, coast of S America	
13211	AV01402	0.000	I	0.000	I	9	8	1882	Humpback	2			Pacific	South Atlantic							I:I	S. of Cape Passado	cow and calf
13205	AV01402	0.000	I	0.000	I	15	8	1882	Humpback	2			Pacific	South Atlantic							I:I	Off Cape Passada	cow and calf
13207	AV01402	0.000	I	0.000	I	17	8	1882	Humpback	1			Pacific	South Atlantic							I:I	Off Cape Passada	
14539	AV01402	0.000	I	0.000	I	21	8	1882	Humpback	1			Pacific	South Atlantic							I:I	Off Manta	
14554	AV01402	0.000	I	0.000	I	22	8	1882	Humpback	1			Pacific	South Atlantic							I:I	Off Manta	
14543	AV01402	0.000	I	0.000	I	24	8	1882	Humpback	2			Pacific	South Atlantic							I:I	Off Manta	cow and calf
14552	AV01402	0.000	I	0.000	I	29	8	1882	Humpback	1			Pacific	South Atlantic							I:I	Off Manta	cow
14542	AV01402	0.000	I	0.000	I	2	9	1882	Humpback	1			Pacific	South Atlantic							I:I	Off Manta	
14219	AV01402	0.000	I	0.000	I	10	9	1882	Humpback	1			Pacific	South Atlantic							I:I	near St Claire Id	
14228	AV01402	0.000	I	0.000	I	21	9	1882	Humpback	1			Pacific	South Atlantic							I:I	near St Claire Id	
14233	AV01402	0.000	I	0.000	I	26	9	1882	Humpback	1			Pacific	South Atlantic							I:I	near St Claire Id	
11129	AV01422	33.217	L	-73.167	L	21	11	1882	Sperm	1			Atlantic	North Atlantic	33	13	N	73	10	W	L:L		
8943	AV01422	6.050	L	-22.667	L	9	2	1883	Sperm	1			Atlantic	North Atlantic	6	3	N	22	40	W	L:L		
8944	AV01422	14.017	L	-38.033	L	16	3	1883	Sperm	1			Atlantic	North Atlantic	14	1	N	38	2	W	L:L		
5665	AV01422	18.000	L	-59.000	L	12	5	1883	Sperm	2			Atlantic	North Atlantic	18	0	N	59	0	W	L:L		
5666	AV01422	31.250	L	-47.433	L	31	7	1883	Sperm	1			Atlantic	North Atlantic	31	15	N	47	26	W	L:L		
10040	AV01422	36.833	L	-35.933	L	11	9	1883	Sperm	3			Atlantic	North Atlantic	36	50	N	35	56	W	L:L		
10041	AV01422	-26.167	L	-36.333	L	17	1	1884	Sperm	1			Atlantic	South Atlantic	26	10	S	36	20	W	L:L		
10042	AV01422	13.767	L	-43.750	L	26	4	1884	Sperm	3			Atlantic	North Atlantic	13	46	N	43	45	W	L:L		
5670	AV01422	16.833	L	-59.150	L	5	6	1884	Sperm	1			Atlantic	North Atlantic	16	50	N	59	9	W	L:L		
2391	AV01422	29.583	L	-48.667	L	3	8	1884	Sperm	1			Atlantic	North Atlantic	29	35	N	48	40	W	L:L		
5672	AV01422	29.500	L	-51.667	L	30	8	1884	Sperm	1			Atlantic	North Atlantic	29	30	N	51	40	W	L:L		
10046	AV01423	30.000	L	-75.833	L	11	11	1884	Sperm	1			Atlantic	North Atlantic	30	0	N	75	50	W	L:L		
6767	AV01423	30.583	L	-77.317	L	15	11	1884	Sperm	1			Atlantic	North Atlantic	30	35	N	77	19	W	L:L		
8955	AV01423	30.967	L	-77.500	L	19	11	1884	Sperm	1			Atlantic	North Atlantic	30	58	N	77	30	W	L:L		
8956	AV01423	30.217	L	-75.650	L	10	12	1884	Sperm	1			Atlantic	North Atlantic	30	13	N	75	39	W	L:L		
15795	AV01423	0.000	I	0.000	I	23	2	1885	Humpback	1			Atlantic	North Atlantic			N			W	I:I	St Lucia, West Indies	
15794	AV01423	0.000	I	0.000	I	12	3	1885	Humpback	1			Atlantic	North Atlantic			N			W	I:I		
15799	AV01423	0.000	I	0.000	I	22	4	1885	Humpback	1			Atlantic	North Atlantic			N			W	I:I		
9689	AV01423	35.017	L	-74.250	L	2	8	1885	Sperm	2			Atlantic	North Atlantic	35	1	N	74	15	W	L:L		
6774	AV01423	33.883	L	-74.833	L	9	8	1885	Sperm	1			Atlantic	North Atlantic	33	53	N	74	50	W	L:L		
10055	AV01423	36.517	L	-73.633	L	21	8	1885	Sperm	4			Atlantic	North Atlantic	36	31	N	73	38	W	L:L		
11879	AV01423	37.133	L	-71.367	L	24	8	1885	Sperm	1			Atlantic	North Atlantic	37	8	N	71	22	W	L:L		
10057	AV01423	36.433	L	-74.000	L	11	9	1885	Sperm	2			Atlantic	North Atlantic	36	26	N	74	0	W	L:L		
8965	AV01423	36.817	L	-73.833	L	18	9	1885	Sperm	1			Atlantic	North Atlantic	36	49	N	73	50	W	L:L		
8966	AV01423	36.633	L	-72.567	L	25	9	1885	Sperm	3			Atlantic	North Atlantic	36	38	N	72	34	W	L:L		
8967	AV01423	36.417	L	-73.750	L	2	10	1885	Sperm	2			Atlantic	North Atlantic	36	25	N	73	45	W	L:L		
11155	AV01423	37.050	L	-73.717	L	4	10	1885	Sperm	1			Atlantic	North Atlantic	37	3	N	73	43	W	L:L		
7876	AV01423	36.883	L	-73.483	L	6	10	1885	Sperm	1			Atlantic	North Atlantic	36	53	N	73	29	W	L:L		
8970	AV01423	36.817	L	-74.100	L	18	10	1885	Sperm	1			Atlantic	North Atlantic	36	49	N	74	6	W	L:L		
13526	AV01429	-35.600	L	-73.000	I	19	4	1820	Sperm	2	Washington		Atlantic	South Atlantic	35	36	S				L:I	Coast of Chile	
13517	AV01429	-33.333	L	-73.000	I	28	4	1820	Sperm	1			Atlantic	South Atlantic	33	20	S				L:I	Coast of Chile	Found Dead
13544	AV01429	-30.000	L	-73.000	I	28	5	1820	Sperm	1			Atlantic	South Atlantic	30	0	S				L:I	Coast of Chile	
13537	AV01429	-27.000	L	-73.000	I	6	6	1820	Sperm	1			Atlantic	South Atlantic	27	0	S				L:I	Coast of Chile	
13530	AV01429	-27.000	L	-73.000	I	7	6	1820	Sperm	1			Atlantic	South Atlantic	27	0	S				L:I	Coast of Chile	
8138	AV01436	-23.333	L	-73.333	L	21	11	1845	Sperm	1			Pacific	South Pacific	23	20	S	73	20	W	L:L		
4859	AV01436	-23.167	L	-72.000	L	23	11	1845	Sperm	1			Pacific	South Pacific	23	10	S	72	0	W	L:L		
4860	AV01436	-18.400	L	-70.733	L	6	12	1845	Sperm	1			Pacific	South Pacific	18	24	S	70	44	W	L:L		
4861	AV01436	-6.500	L	-82.000	L	26	12	1845	Sperm	5			Pacific	South Pacific	6	30	S	82	0	W	L:L		
4862	AV01436	-1.433	L	-85.867	L	9	1	1846	Sperm	1			Pacific	South Pacific	1	26	S	85	52	W	L:L		
4863	AV01436	-2.100	L	-89.750	L	13	1	1846	Sperm	3			Pacific	South Pacific	2	6	S	89	45	W	L:L		
4864	AV01436	-1.717	L	-90.000	L	21	1	1846	Sperm	1			Pacific	South Pacific	1	43	S	90	0	W	L:L		
8145	AV01436	-0.417	L	-91.167	L	23	2	1846	Sperm	3			Pacific	South Pacific	0	25	S	91	10	W	L:L		
4866	AV01436	-0.750	L	-92.200	L	10	3	1846	Sperm	2			Pacific	South Pacific	0	45	S	92	12	W	L:L		
1587	AV01436	-0.417	L	-92.167	L	16	3	1846	Sperm	1			Pacific	South Pacific	0	25	S	92	10	W	L:L		
4868	AV01436	-0.583	L	-91.000	L	20	3	1846	Sperm	3			Pacific	South Pacific	0	35	S	91	0	W	L:L		
1589	AV01436	-0.833	L	-91.500	L	24	3	1846	Sperm	1			Pacific	South Pacific	0	50	S	91	30	W	L:L		
4870	AV01436	-1.050	L	-91.000	L	6	4	1846	Sperm	1			Pacific	South Pacific	1	3	S	91	0	W	L:L		
10338	AV01436	2.000	L	-90.333	L	1	5	1846	Sperm	2			Pacific	North Pacific	2	0	N	90	20	W	L:L		
11068	AV01436	1.667	L	-89.867	L	4	5	1846	Sperm	1			Pacific	North Pacific	1	40	N	89	52	W	L:L		
10340	AV01436	1.083	L	-89.500	L	9	5	1846	Sperm	1			Pacific	North Pacific	1	5	N	89	30	W	L:L		
7061	AV01436	-2.667	L	-86.500	L	1	7	1846	Sperm	1			Pacific	South Pacific	2	40	S	86	30	W	L:L		
4875	AV01436	-1.800	L	-88.333	L	10	7	1846	Sperm	1			Pacific	South Pacific	1	48	S	88	20	W	L:L		
4876	AV01436	-1.167	L	-91.500	L	21	9	1846	Sperm	1			Pacific	South Pacific	1	10	S	91	30	W	L:L		
4877	AV01436	-2.750	L	-81.500	L	31	10	1846	Sperm	1			Pacific	South Pacific	2	45	S	81	30	W	L:L		
7065	AV01436	-1.333	L	-88.500	L	7	1	1847	Sperm	2			Pacific	South Pacific	1	20	S	88	30	W	L:L		
7066	AV01436	-1.833	L	-89.750	L	18	1	1847	Sperm	1			Pacific	South Pacific	1	50	S	89	45	W	L:L		
4880	AV01436	-1.833	L	-90.333	L	23	1	1847	Sperm	1			Pacific	South Pacific	1	50	S	90	20	W	L:L		
8161	AV01436	-1.167	L	-90.750	L	7	3	1847	Sperm	1			Pacific	South Pacific	1	10	S	90	45	W	L:L		
8162	AV01436	-1.167	L	-89.917	L	13	3	1847	Sperm	1			Pacific	South Pacific	1	10	S	89	55	W	L:L		
8163	AV01436	-1.167	L	-99.917	L	11	4	1847	Sperm	1			Pacific	South Pacific	1	10	S	99	55	W	L:L		
11444	AV01436	0.000	L	-91.833	L	23	4	1847	Sperm	2			Pacific	South Pacific	0	0	S	91	50	W	L:L	Equator, 91.50W	
7072	AV01436	-1.883	L	-90.833	L	16	5	1847	Sperm	1			Pacific	South Pacific	1	53	S	90	50	W	L:L		
7073	AV01436	-1.350	L	-86.750	L	6	6	1847	Sperm	1			Pacific	South Pacific	1	21	S	86	45	W	L:L		
7074	AV01436	-1.083	L	-85.917	L	8	6	1847	Sperm	1			Pacific	South Pacific	1	5	S	85	55	W	L:L		
8168	AV01436	-1.667	L	-83.500	L	30	6	1847	Sperm	1			Pacific	South Pacific	1	40	S	83	30	W	L:L		
10356	AV01436	-0.567	L	-83.000	L	3	7	1847	Sperm	2			Pacific	South Pacific	0	34	S	83	0	W	L:L		
9264	AV01436	-0.083	L	-91.917	L	30	7	1847	Sperm	1			Pacific	South Pacific	0	5	S	91	55	W	L:L		
7078	AV01436	-0.550	L	-91.667	L	27	8	1847	Sperm	2			Pacific	South Pacific	0	33	S	91	40	W	L:L		
10359	AV01436	-0.333	L	-91.750	L	3	9	1847	Sperm	1			Pacific	South Pacific	0	20	S	91	45	W	L:L		
11089	AV01436	0.083	L	-91.667	L	6	11	1847	Sperm	2			Pacific	North Pacific	0	5	N	91	40	W	L:L		
8174	AV01436	0.083	L	-95.333	L	27	11	1847	Sperm	1			Pacific	North Pacific	0	5	N	95	20	W	L:L		
4895	AV01436	-1.000	L	-91.667	L	17	1	1848	Sperm	1			Pacific	South Pacific	1	0	S	91	40	W	L:L		
13242	AV01438	0.000	I	0.000	I	13	6	1866	Bowhead	1			Pacific	North Pacific							I:I	off Cape St. Thaddeus	
475	AV01438	0.000		0.000		23	6	1866	Bowhead	1			Pacific	North Pacific							NA:NA	St Lawrence Bay	prob bowhead
355	AV01438	70.333	L	-169.500	L	31	8	1866	Bowhead	1			Arctic	Arctic	70	20	N	169	30	W	L:L		
234	AV01438	70.000	L	-172.000	L	7	9	1866	Bowhead	1			Arctic	Arctic	70	0	N	172	0	W	L:L		found dead
