sequence	VoyageID	Lat	LatType	Lon	LonType	Day	Month	Year	SpeciesName	Number_Whales	Vessel1	Vessel2	Ocean	Basin	DegLat	MinLat	NS	DegLong	MinLong	EW	PosType	Wording	Remarks
3332	AV05813	0.000		0.000		27	6	1869	Killer	1			Atlantic	North Atlantic							NA:NA	Western Ground	
5135	AV05813	0.000		0.000		21	7	1869	Sperm	1			Atlantic	North Atlantic							NA:NA	Western Ground	
8416	AV05813	-30.117	L	-6.333	L	14	11	1869	Sperm	4			Atlantic	South Atlantic	30	7	S	6	20	W	L:L		
8417	AV05813	-34.000	L	-8.000	L	13	12	1869	Sperm	1			Atlantic	South Atlantic	34	0	S	8	0	W	L:L		
8418	AV05813	-34.200	L	-8.000	L	26	12	1869	Sperm	3			Atlantic	South Atlantic	34	12	S	8	0	W	L:L		
8419	AV05813	-33.900	L	-6.250	L	16	1	1870	Sperm	1			Atlantic	South Atlantic	33	54	S	6	15	W	L:L		
15773	AV05813	-15.930	I	-5.700	I	11	5	1870	Sperm	1			Atlantic	South Atlantic							I:I	Off St. Helena	
13505	AV05813	-8.000	L	11.000	I	27	6	1870	Humpback	1			Atlantic	South Atlantic	8	0	S				L:I	Coast of Africa	
13413	AV05813	-8.000	L	11.000	I	29	6	1870	Humpback	1			Atlantic	South Atlantic	8	0	S				L:I	Coast of Africa	
13414	AV05813	-7.000	I	11.000	I	5	7	1870	Humpback	1			Atlantic	South Atlantic							I:I	Near mouth of Congo	
13478	AV05813	-7.000	I	11.000	I	10	7	1870	Humpback	1			Atlantic	South Atlantic							I:I	Near mouth of Congo	
13411	AV05813	-7.000	I	11.000	I	14	7	1870	Humpback	1			Atlantic	South Atlantic							I:I	Near mouth of Congo	
13422	AV05813	-7.000	I	11.000	I	18	7	1870	Humpback	2			Atlantic	South Atlantic							I:I	Near mouth of Congo	
13487	AV05813	-7.000	I	11.000	I	25	7	1870	Humpback	2			Atlantic	South Atlantic							I:I	Near mouth of Congo	
13474	AV05813	-7.000	I	11.000	I	31	7	1870	Humpback	2			Atlantic	South Atlantic							I:I	Near mouth of Congo	
13462	AV05813	-7.000	I	11.000	I	2	8	1870	Humpback	1			Atlantic	South Atlantic							I:I	Near mouth of Congo	
14339	AV05813	-6.000	I	10.100	I	12	8	1870	Humpback	2			Atlantic	South Atlantic							I:I	Near Nabenda (?)	
14460	AV05813	-8.480	I	13.400	I	14	8	1870	Humpback	1			Atlantic	South Atlantic							I:I	Near Loango	
14459	AV05813	-8.480	I	13.400	I	17	8	1870	Humpback	1			Atlantic	South Atlantic							I:I	Near Loango	
14458	AV05813	-8.480	I	13.400	I	25	8	1870	Humpback	1			Atlantic	South Atlantic							I:I	Near Loango	
12681	AV05813	-11.000	I	13.000	I	9	9	1870	Humpback	2			Atlantic	South Atlantic							I:I	Anabon	Cow and calf
15762	AV05813	-15.930	I	-5.700	I	10	11	1870	Sperm	2			Atlantic	South Atlantic							I:I	Off St. Helena	
8436	AV05813	-34.000	L	-7.700	L	4	1	1871	Sperm	2			Atlantic	South Atlantic	34	0	S	7	42	W	L:L		
8437	AV05813	-16.750	L	3.317	L	25	2	1871	Sperm	1			Atlantic	South Atlantic	16	45	S	3	19	E	L:L		
13481	AV05813	-7.333	L	11.000	I	11	6	1871	Humpback	1			Atlantic	South Atlantic	7	20	S				L:I	Coast of Africa	
13415	AV05813	-7.333	L	11.000	I	15	6	1871	Humpback	1			Atlantic	South Atlantic	7	20	S				L:I	Coast of Africa	
13439	AV05813	-7.333	L	11.000	I	19	6	1871	Humpback	2			Atlantic	South Atlantic	7	20	S				L:I	Coast of Africa	
13401	AV05813	-7.333	L	11.000	I	2	7	1871	Humpback	1			Atlantic	South Atlantic	7	20	S				L:I	Coast of Africa	
13488	AV05813	-7.333	L	11.000	I	9	7	1871	Humpback	1			Atlantic	South Atlantic	7	20	S				L:I	Coast of Africa	
13394	AV05813	-7.333	L	11.000	I	11	7	1871	Humpback	1			Atlantic	South Atlantic	7	20	S				L:I	Coast of Africa	
13497	AV05813	-7.000	L	11.000	I	13	7	1871	Humpback	1			Atlantic	South Atlantic	7	0	S				L:I	Coast of Africa	
13495	AV05813	-7.000	L	11.000	I	17	7	1871	Humpback	1			Atlantic	South Atlantic	7	0	S				L:I	Coast of Africa	
13430	AV05813	-7.000	L	11.000	I	18	7	1871	Humpback	1			Atlantic	South Atlantic	7	0	S				L:I	Coast of Africa	
13438	AV05813	-7.000	L	11.000	I	21	7	1871	Humpback	1			Atlantic	South Atlantic	7	0	S				L:I	Coast of Africa	
14461	AV05813	-8.480	I	13.400	I	7	8	1871	Humpback	2			Atlantic	South Atlantic							I:I	Near Loanga	
14456	AV05813	-8.480	I	13.400	I	16	8	1871	Humpback	2			Atlantic	South Atlantic							I:I	Near Loanga	
14333	AV05813	-6.000	I	10.100	I	26	8	1871	Humpback	1			Atlantic	South Atlantic							I:I	Near Pt. Kalena (?)	
8451	AV05813	-11.917	L	5.833	L	18	10	1871	Sperm	1			Atlantic	South Atlantic	11	55	S	5	50	E	L:L		
8452	AV05813	-13.217	L	6.083	L	27	10	1871	Sperm	1			Atlantic	South Atlantic	13	13	S	6	5	E	L:L		
5173	AV05813	13.800	L	-43.117	L	13	4	1872	Sperm	1			Atlantic	North Atlantic	13	48	N	43	7	W	L:L		
15803	AV05822	-38.710	I	77.510	I	16	8	1836	Right	1			Indian	Indian							I:I	St. Pauls I. bearing E by S, 35 miles	
15804	AV05822	-38.710	I	77.510	I	19	8	1836	Right	1			Indian	Indian							I:I	St. Pauls I. bearing E by S, 35 miles	prob right
15807	AV05822	-38.710	I	77.510	I	21	8	1836	Right	2			Indian	Indian							I:I	St. Pauls I. bearing E by S, 35 miles	one found dead
2839	AV05822	-36.867	L	79.217	L	2	9	1836	Right	1			Indian	Indian	36	52	S	79	13	E	L:L		
6120	AV05822	-33.000	L	72.000	L	15	10	1836	Right	1			Indian	Indian	33	0	S	72	0	E	L:L		
2841	AV05822	-33.383	L	72.000	L	20	10	1836	Right	1			Indian	Indian	33	23	S	72	0	E	L:L		
6122	AV05822	-33.383	L	72.000	L	22	10	1836	Right	1			Indian	Indian	33	23	S	72	0	E	L:L		
6123	AV05822	-33.383	L	72.000	L	26	10	1836	Right	1			Indian	Indian	33	23	S	72	0	E	L:L		prob right
2723	AV05822	-34.400	L	72.000	L	1	11	1836	Right	1			Indian	Indian	34	24	S	72	0	E	L:L		
2603	AV05822	-34.400	L	72.000	L	2	11	1836	Right	1			Indian	Indian	34	24	S	72	0	E	L:L		
5884	AV05822	-34.083	L	72.167	L	9	11	1836	Right	1			Indian	Indian	34	5	S	72	10	E	L:L		
414	AV05822	-34.267	L	0.000		10	11	1836	Right	1			Indian	Indian	34	16	S				L:NA		prob right
11331	AV05822	-34.167	L	0.000		14	11	1836	Sperm	3			Indian	Indian	34	10	S				L:NA		
662	AV05822	-34.167	L	0.000		15	11	1836	Right	1			Indian	Indian	34	10	S				L:NA		
2730	AV05822	-34.167	L	0.000		17	11	1836	Right	1			Indian	Indian	34	10	S				L:NA		
1758	AV05822	-34.000	L	71.000	L	19	11	1836	Right	1			Indian	Indian	34	0	S	71	0	E	L:L		
3620	AV05822	-34.000	L	71.000	L	26	11	1836	Right	1			Indian	Indian	34	0	S	71	0	E	L:L		prob right
11700	AV05822	-25.417	L	48.000	L	10	3	1837	Sperm	1			Indian	Indian	25	25	S	48	0	E	L:L		
10972	AV05822	-25.617	L	47.567	L	2	5	1837	Sperm	1			Indian	Indian	25	37	S	47	34	E	L:L		
12066	AV05822	-19.600	L	62.200	L	18	6	1837	Sperm	3			Indian	Indian	19	36	S	62	12	E	L:L		
10024	AV05822	-13.067	L	52.100	L	12	7	1837	Sperm	1			Indian	Indian	13	4	S	52	6	E	L:L		
2392	AV05822	-35.383	L	66.950	L	23	9	1837	Right	1			Indian	Indian	35	23	S	66	57	E	L:L		
2514	AV05822	-34.367	L	68.917	L	30	9	1837	Right	1			Indian	Indian	34	22	S	68	55	E	L:L		
1644	AV05822	-33.250	L	72.167	L	25	10	1837	Sperm	1			Indian	Indian	33	15	S	72	10	E	L:L		found dead
2272	AV05822	-33.383	L	71.667	L	5	11	1837	Right	1			Indian	Indian	33	23	S	71	40	E	L:L		prob right
2760	AV05822	-33.467	L	71.000	L	8	11	1837	Right	1			Indian	Indian	33	28	S	71	0	E	L:L		prob right
1544	AV05822	-33.850	L	71.217	L	17	11	1837	Right	1			Indian	Indian	33	51	S	71	13	E	L:L		prob right
816	AV05822	-33.367	L	70.500	L	20	11	1837	Right	2			Indian	Indian	33	22	S	70	30	E	L:L		prob right,cow & calf
3894	AV05822	-34.133	L	70.333	L	23	11	1837	Right	1			Indian	Indian	34	8	S	70	20	E	L:L		prob right
4827	AV05822	-33.800	L	71.000	L	1	12	1837	Right	1			Indian	Indian	33	48	S	71	0	E	L:L		prob right
